ID,NAME,GP,W,L,PTS,AST,REB,OREB,DREB,FG%,FGM,FGA,2P%,2PM,2PA,3P%,3PM,3PA,FT%,FTM,FTA,BLK,STL,TO,AST/TO,PF,SC-EFF,SH-EFF
159,Dartmouth Big Green,19.0,5,14,60.210526,11.631579,34.210526,7.631579,26.578947,39.53261971473694,10.736842,15.315789,48.77192974090576,278.0,570.0,28.008753061294556,6.736842,24.052631,70.10309100151062,10.736842,15.315789,3.4736843,4.4210525,12.421053,0.9364407,14.368421,1.113924,0.45764363
108,Harvard Crimson,19.0,11,8,71.42105,12.947369,34.94737,8.789474,26.157894,45.16431987285614,13.421053,19.68421,52.46154069900513,341.0,650.0,33.73493850231171,7.368421,21.842106,68.18181872367859,13.421053,19.68421,4.105263,5.736842,11.894737,1.0884956,14.947369,1.2741784,0.5173709
171,Columbia Lions,19.0,11,8,78.36842,17.578947,37.157894,9.789474,27.368422,46.888694167137146,13.157895,17.473684,52.510762214660645,366.0,697.0,38.063064217567444,8.894737,23.368422,75.30120611190796,13.157895,17.473684,2.0,7.5789475,12.0,1.4649123,16.31579,1.3049957,0.5429448
225,Brown Bears,21.0,6,15,70.0,12.285714,37.47619,11.809524,25.666666,41.82848036289215,13.380953,20.857143,48.721399903297424,362.0,743.0,31.440162658691406,7.3809524,23.47619,64.15525078773499,13.380953,20.857143,4.4761906,6.5238094,11.952381,1.0278884,17.095238,1.1893204,0.48098704
163,Princeton Tigers,19.0,16,3,76.47369,14.578947,34.57895,8.947369,25.631578,46.341463923454285,12.315789,15.263158,56.5371036529541,320.0,566.0,35.674676299095154,10.157895,28.473684,80.68965673446655,12.315789,15.263158,2.5789473,5.5263157,9.105263,1.6011561,13.052631,1.3125565,0.5505872
172,Cornell Big Red,20.0,17,3,84.0,18.2,36.0,9.85,26.15,49.959251284599304,12.6,17.45,63.819873332977295,411.0,644.0,34.64837074279785,10.1,29.15,72.20630645751953,12.6,17.45,2.05,9.0,12.9,1.4108527,17.75,1.3691932,0.5819071
43,Yale Bulldogs,21.0,15,6,75.90476,14.523809,37.809525,10.238095,27.571428,46.562498807907104,11.666667,16.238094,52.70107984542847,439.0,833.0,35.12304127216339,7.4761906,21.285715,71.84750437736511,11.666667,16.238094,3.3809524,6.047619,9.666667,1.5024631,14.428572,1.2453125,0.5269531
2363,Manhattan Jaspers,20.0,5,15,66.9,14.05,34.35,9.45,24.9,41.3651317358017,9.0,12.6,48.148149251937866,351.0,729.0,31.211498379707336,7.6,24.35,71.42857313156128,9.0,12.6,2.85,7.65,14.45,0.97231835,13.85,1.1003289,0.47615132
2561,Siena Saints,22.0,3,19,60.5,10.227273,35.909092,12.045455,23.863636,40.26402533054352,11.227273,17.818182,47.029703855514526,380.0,808.0,26.73267424106598,4.909091,18.363636,63.01020383834839,11.227273,17.818182,4.1363635,5.318182,16.818182,0.6081081,15.272727,1.0981848,0.44719473
2099,Canisius Golden Griffins,21.0,8,14,72.95238,12.952381,37.52381,12.047619,25.47619,44.04761791229248,12.333333,19.190475,49.370276927948,392.0,794.0,34.97854173183441,7.7619047,22.190475,64.26799297332764,12.333333,19.190475,3.142857,6.095238,13.857142,0.9347079,16.857143,1.215873,0.5051587
116,Mount St. Mary's Mountaineers,22.0,9,13,71.59091,13.181818,34.545456,10.227273,24.318182,46.2977409362793,11.090909,15.409091,53.183960914611816,451.0,848.0,32.87356197834015,6.5,19.772728,71.9763994216919,11.090909,15.409091,3.8636363,7.590909,14.545455,0.90625,16.227272,1.2275916,0.51870614
2520,Rider Broncs,22.0,8,14,72.90909,12.818182,39.454544,13.0,26.454546,42.15827286243439,13.727273,18.636364,45.92145085334778,456.0,993.0,32.745590806007385,5.909091,18.045454,73.65853786468506,13.727273,18.636364,3.8181818,6.9545455,12.590909,1.0180506,18.636364,1.1539569,0.4683453
2368,Marist Red Foxes,20.0,11,9,64.5,12.1,31.45,6.95,24.5,44.712430238723755,9.35,14.3,50.29325485229492,343.0,682.0,35.10101139545441,6.95,19.8,65.38461446762085,9.35,14.3,3.0,7.55,12.25,0.9877551,16.3,1.1966605,0.51159555
314,Iona Gaels,21.0,11,10,74.2381,14.857142,32.904762,11.142858,21.761906,43.74021887779236,12.666667,19.238094,49.16773438453674,384.0,781.0,35.211268067359924,8.333333,23.666666,65.84158539772034,12.666667,19.238094,3.2380953,9.476191,10.333333,1.437788,19.047619,1.2198749,0.50586855
2217,Fairfield Stags,22.0,13,9,76.27273,14.5,33.954544,9.909091,24.045454,45.0112521648407,12.681818,16.454546,51.344430446624756,401.0,781.0,36.05072498321533,9.045455,25.09091,77.07182168960571,12.681818,16.454546,2.409091,8.090909,11.636364,1.2460938,15.045455,1.2588147,0.5247562
2612,Saint Peter's Peacocks,20.0,11,9,64.2,10.9,35.35,12.65,22.7,38.72416913509369,15.55,21.45,43.06864142417908,320.0,743.0,30.000001192092896,5.55,18.5,72.49417304992676,15.55,21.45,3.45,7.5,12.85,0.848249,19.45,1.1536388,0.4371069
315,Niagara Purple Eagles,21.0,12,10,75.61905,12.809524,30.47619,7.428571,23.047619,47.5382000207901,15.857142,20.761906,51.32850408554077,425.0,828.0,38.57142925262451,6.428571,16.666666,76.37614607810974,15.857142,20.761906,2.0,5.428571,11.142858,1.1495726,14.952381,1.3480475,0.53268254
2514,Quinnipiac Bobcats,22.0,18,4,78.545456,14.090909,37.81818,10.909091,26.90909,44.69808638095856,15.863636,20.181818,50.399088859558105,442.0,877.0,34.30353403091431,7.5,21.863636,78.60360145568848,15.863636,20.181818,3.9545455,8.045455,12.409091,1.1355312,15.636364,1.2724595,0.507732
2084,Buffalo Bulls,21.0,2,20,66.47619,12.333333,35.285713,11.428572,23.857143,40.544870495796204,11.571428,16.190475,51.33614540100098,365.0,711.0,26.25698447227478,6.714286,25.571428,71.47058844566345,11.571428,16.190475,4.6190476,5.952381,14.904762,0.827476,15.095238,1.1185898,0.4619391
2199,Eastern Michigan Eagles,22.0,9,14,66.27273,10.318182,33.363636,9.636364,23.727272,43.3307021856308,11.0,16.227272,49.65437650680542,431.0,868.0,29.57393527030945,5.3636365,18.136364,67.78711676597595,11.0,16.227272,2.2272727,5.5454545,11.954545,0.8631179,16.363636,1.1507498,0.47987372
2459,Northern Illinois Huskies,21.0,8,14,76.71429,10.571428,35.47619,9.761905,25.714285,45.6154465675354,15.095238,22.238094,52.78858542442322,407.0,771.0,33.898305892944336,7.6190476,22.47619,67.8800880908966,15.095238,22.238094,5.285714,5.6190476,12.571428,0.84090906,18.333334,1.2960579,0.5205149
2050,Ball State Cardinals,22.0,12,11,75.22727,12.454545,34.545456,9.090909,25.454546,46.15384638309479,16.727272,21.863636,51.12285614013672,387.0,757.0,37.831857800483704,7.7727275,20.545454,76.5072762966156,16.727272,21.863636,3.0,5.6363635,12.090909,1.0300752,15.181818,1.3689,0.5322581
2309,Kent State Golden Flashes,22.0,12,11,77.5,13.227273,35.31818,11.227273,24.09091,45.04227638244629,15.863636,21.136364,50.5660355091095,402.0,795.0,36.36363744735718,8.363636,23.0,75.0537633895874,15.863636,21.136364,2.7272727,7.090909,12.909091,1.0246478,17.681818,1.3105303,0.5211376
193,Miami (OH) RedHawks,22.0,11,12,73.545456,15.136364,32.590908,7.681818,24.90909,46.57980501651764,13.636364,19.227272,52.437418699264526,398.0,759.0,37.10021376609802,7.909091,21.318182,70.92198729515076,13.636364,19.227272,2.5454545,5.818182,11.727273,1.2906977,18.318182,1.3175895,0.53664494
2711,Western Michigan Broncos,22.0,8,15,72.77273,13.954545,37.772728,12.5,25.272728,45.05327343940735,10.954545,18.318182,51.29469633102417,416.0,811.0,34.990060329437256,8.0,22.863636,59.80148911476135,10.954545,18.318182,2.3181818,5.5454545,13.863636,1.0065573,17.727272,1.218417,0.5175038
189,Bowling Green Falcons,22.0,16,7,76.72727,11.772727,38.090908,11.045455,27.045454,44.16167736053467,15.818182,23.0,51.99516415596008,430.0,827.0,31.434184312820435,7.2727275,23.136364,68.7747061252594,15.818182,23.0,2.8181818,6.6363635,11.227273,1.048583,16.09091,1.263473,0.50149703
195,Ohio Bobcats,22.0,13,10,78.181816,14.136364,36.18182,10.454545,25.727272,45.90163826942444,13.409091,18.90909,52.61194109916687,423.0,804.0,35.87360680103302,8.772727,24.454546,70.91346383094788,13.409091,18.90909,3.5454545,6.681818,9.772727,1.4465116,17.90909,1.2816691,0.530924
2117,Central Michigan Chippewas,22.0,13,10,68.045456,11.727273,35.090908,10.181818,24.90909,43.63778233528137,11.136364,16.454546,49.418604373931885,425.0,860.0,31.828978657722473,6.090909,19.136364,67.67956018447876,11.136364,16.454546,3.2727273,6.2272725,12.727273,0.92142856,16.636364,1.1686183,0.48868072
2649,Toledo Rockets,22.0,15,8,79.13636,12.909091,33.409092,10.0,23.40909,47.74637222290039,16.272728,21.40909,52.11864113807678,492.0,944.0,36.43835484981537,6.0454545,16.59091,76.00849270820618,16.272728,21.40909,2.2727273,7.2727275,10.863636,1.1882845,15.318182,1.3300229,0.52826583
2006,Akron Zips,22.0,18,5,76.22727,13.909091,36.272728,10.181818,26.09091,46.88498377799988,14.181818,19.318182,55.69620132446289,396.0,711.0,35.30499041080475,8.681818,24.59091,73.41176271438599,14.181818,19.318182,2.909091,6.5,11.5,1.2094861,16.318182,1.3394569,0.5451278
2154,Coppin State Eagles,20.0,2,19,57.35,8.4,30.4,9.65,20.75,37.226277589797974,11.8,16.75,42.354533076286316,313.0,739.0,26.610645651817322,4.75,17.85,70.4477608203888,11.8,16.75,2.75,7.65,15.85,0.52996844,18.1,1.0465329,0.41560218
2379,Maryland-Eastern Shore Hawks,20.0,6,14,64.35,11.1,35.2,10.65,24.55,38.64610195159912,13.0,17.7,43.06472837924957,326.0,757.0,30.487805604934692,6.25,20.5,73.44632744789124,13.0,17.7,2.3,6.75,13.8,0.8043478,18.25,1.1028278,0.44001713
2169,Delaware State Hornets,23.0,10,13,70.73913,12.26087,34.347828,10.782609,23.565218,43.098384141922,15.434783,22.0,47.47572839260101,489.0,1030.0,29.518070816993713,4.2608695,14.434783,70.15810012817383,15.434783,22.0,1.9130435,8.0,15.0,0.8173913,16.826086,1.1945668,0.46696034
47,Howard Bison,24.0,10,14,75.0,13.541667,35.916668,11.041667,24.875,45.03311216831207,16.25,22.166666,50.71428418159485,426.0,840.0,35.83815097808838,7.75,21.625,73.30827116966248,16.25,22.166666,2.75,6.4166665,15.25,0.88797814,19.291666,1.3245033,0.5187638
2415,Morgan State Bears,23.0,8,15,73.0,12.73913,35.95652,11.304348,24.652174,45.01766860485077,12.173913,16.608696,50.44335126876831,512.0,1015.0,31.25,5.4347825,17.391304,73.29843044281006,12.173913,16.608696,3.4347825,6.2608695,14.521739,0.8772455,19.043478,1.1865724,0.4943463
2569,South Carolina State Bulldogs,23.0,8,15,71.0,14.0,38.130436,15.217391,22.913044,41.05633795261383,14.652174,22.043478,45.39078176021576,453.0,998.0,30.805686116218567,5.652174,18.347826,66.46943092346191,14.652174,22.043478,3.2608695,8.130435,14.608696,0.9583333,21.043478,1.15,0.45633802
2450,Norfolk State Spartans,24.0,15,9,74.25,11.958333,35.625,11.583333,24.041666,45.06218135356903,16.625,22.625,50.81967115402222,465.0,915.0,33.40708017349243,6.2916665,18.833334,73.48066568374634,16.625,22.625,3.0416667,8.833333,12.458333,0.9598662,18.708334,1.3035845,0.5058522
2428,North Carolina Central Eagles,22.0,13,9,75.09091,12.636364,35.81818,10.909091,24.90909,44.39324140548706,15.409091,22.272728,51.46699547767639,421.0,818.0,32.438015937805176,7.1363635,22.0,69.18367147445679,15.409091,22.272728,2.7727273,8.227273,11.863636,1.065134,17.545454,1.2688172,0.50422424
82,UIC Flames,23.0,8,15,69.478264,14.434783,33.739132,8.217391,25.52174,44.806671142578125,9.347826,14.086957,51.114022731781006,390.0,763.0,36.15107834339142,8.73913,24.173914,66.35802388191223,9.347826,14.086957,5.652174,5.304348,12.652174,1.1408935,17.652174,1.2115239,0.5242608
2674,Valparaiso Beacons,23.0,6,17,67.86957,12.0,34.347828,9.869565,24.47826,40.82369804382324,11.608696,16.043478,45.15765905380249,401.0,888.0,33.06451737880707,7.130435,21.565218,72.35772609710693,11.608696,16.043478,4.0,6.130435,11.130435,1.078125,16.217392,1.1278902,0.46748555
339,Evansville Purple Aces,23.0,14,9,73.08696,13.73913,35.217392,8.130435,27.086956,45.68082094192505,12.26087,17.47826,51.75054669380188,473.0,914.0,33.40708017349243,6.5652175,19.652174,70.14925479888916,12.26087,17.47826,3.5217392,6.521739,12.0,1.1449275,14.826087,1.2306002,0.51207906
2057,Belmont Bruins,23.0,12,11,77.04348,14.913043,32.608696,7.0434785,25.565218,47.32937812805176,12.826087,17.73913,54.28571701049805,437.0,805.0,37.016573548316956,8.73913,23.608696,72.30392098426819,12.826087,17.73913,2.9130435,8.043478,12.695652,1.1746576,15.608696,1.31454,0.54784864
2287,Illinois State Redbirds,23.0,11,12,65.82609,11.826087,35.304348,10.695652,24.608696,41.134750843048096,14.521739,20.826086,49.6782511472702,386.0,777.0,27.642276883125305,5.9130435,21.391304,69.72860097885132,14.521739,20.826086,2.0869565,5.7826085,11.73913,1.0074074,16.391304,1.1930654,0.464933
2623,Missouri State Bears,23.0,14,9,72.13043,12.391304,39.304348,10.173913,29.130434,43.73156428337097,13.130435,18.52174,51.46341323852539,422.0,820.0,31.902983784675598,7.4347825,23.304348,70.89201807975769,13.130435,18.52174,4.9130435,4.347826,12.086957,1.0251799,15.782609,1.2234514,0.5003687
2460,Northern Iowa Panthers,23.0,12,11,72.478264,12.130435,33.304348,7.4347825,25.869566,45.80392241477966,14.26087,19.956522,52.411168813705444,413.0,788.0,35.112935304641724,7.4347825,21.173914,71.45969271659851,14.26087,19.956522,2.1304348,5.9130435,10.782609,1.125,16.565218,1.307451,0.525098
93,Murray State Racers,23.0,9,14,70.434784,12.130435,33.130436,9.173913,23.956522,44.56193447113037,12.173913,17.391304,51.55875086784363,430.0,834.0,32.65306055545807,6.9565215,21.304348,69.9999988079071,12.173913,17.391304,3.0869565,5.9565215,9.347826,1.2976744,15.434783,1.223565,0.5060423
79,Southern Illinois Salukis,23.0,15,8,72.608696,14.173913,33.086956,8.173913,24.913044,46.41975164413452,15.347826,20.26087,53.116148710250854,375.0,706.0,37.13163137435913,8.217391,22.130434,75.75107216835022,15.347826,20.26087,2.9130435,5.5652175,11.652174,1.2164179,17.695652,1.3744856,0.5419753
2181,Drake Bulldogs,23.0,18,5,79.13043,16.0,35.04348,8.304348,26.73913,47.77534604072571,13.73913,18.608696,56.495100259780884,461.0,816.0,34.95495617389679,8.434783,24.130434,73.83177280426025,13.73913,18.608696,1.826087,6.5652175,9.478261,1.6880734,16.043478,1.3274982,0.54850477
71,Bradley Braves,23.0,17,6,76.04348,13.782609,34.826088,9.608696,25.217392,48.26807081699371,11.26087,16.0,56.160831451416016,433.0,771.0,37.34290897846222,9.043478,24.217392,70.38043737411499,11.26087,16.0,3.9130435,7.5652175,12.0,1.1485507,16.608696,1.317018,0.56099397
282,Indiana State Sycamores,23.0,20,3,85.478264,17.217392,35.47826,7.173913,28.304348,50.647372007369995,16.173914,20.73913,61.59754395484924,401.0,651.0,39.87915515899658,11.478261,28.782608,77.98742055892944,16.173914,20.73913,1.8695652,6.304348,12.130435,1.4193548,16.826086,1.4973344,0.60700685
2005,Air Force Falcons,21.0,8,13,68.28571,15.380953,29.952381,7.571429,22.380953,45.943483710289,11.285714,16.47619,53.20945978164673,315.0,592.0,37.42574155330658,9.0,24.047619,68.49710941314697,11.285714,16.47619,4.2380953,6.7619047,12.476191,1.2328244,17.190475,1.3072015,0.54557884
23,San José State Spartans,22.0,8,14,73.5,14.0,31.90909,8.636364,23.272728,46.04150652885437,9.954545,14.409091,54.13839817047119,399.0,737.0,35.46099364757538,9.090909,25.636364,69.08517479896545,9.954545,14.409091,3.7727273,5.318182,10.5,1.3333334,17.09091,1.2428901,0.537279
278,Fresno State Bulldogs,22.0,9,13,69.454544,13.181818,31.954546,7.909091,24.045454,47.68323600292206,11.181818,16.727272,55.46666383743286,416.0,750.0,34.32494401931763,6.818182,19.863636,66.847825050354,11.181818,16.727272,2.8636363,6.318182,13.590909,0.96989965,15.227273,1.2872789,0.54001683
2751,Wyoming Cowboys,22.0,12,11,73.09091,11.727273,34.81818,9.863636,24.954546,45.408591628074646,16.681818,22.227272,49.343833327293396,376.0,762.0,38.35294246673584,7.409091,19.318182,75.05112290382385,16.681818,22.227272,2.7727273,4.909091,14.090909,0.83225805,15.272727,1.3546757,0.52274644
2440,Nevada Wolf Pack,22.0,17,5,76.545456,14.454545,35.31818,9.409091,25.90909,46.93053364753723,17.59091,24.772728,52.78106331825256,446.0,845.0,34.35114622116089,6.1363635,17.863636,71.0091769695282,17.59091,24.772728,4.0,6.181818,9.409091,1.5362319,17.227272,1.3602585,0.52382874
2439,UNLV Rebels,21.0,12,9,75.14286,15.047619,33.285713,10.047619,23.238094,46.85258865356445,11.714286,16.904762,54.54545617103577,432.0,792.0,33.693304657936096,7.428571,22.047619,69.29577589035034,11.714286,16.904762,4.571429,7.0,10.333333,1.4562212,15.904762,1.2573705,0.5306773
36,Colorado State Rams,22.0,17,5,79.77273,19.136364,32.409092,7.681818,24.727272,50.39682388305664,13.727273,18.09091,59.239840507507324,452.0,763.0,36.820924282073975,8.318182,22.59091,75.87939500808716,13.727273,18.09091,3.1363637,7.181818,10.181818,1.8794643,16.5,1.3928572,0.5765873
167,New Mexico Lobos,21.0,19,4,83.85714,15.333333,38.61905,12.047619,26.571428,47.47622609138489,15.428572,22.047619,53.069716691970825,510.0,961.0,34.23645198345184,6.6190476,19.333334,69.97840404510498,15.428572,22.047619,5.047619,9.857142,10.190476,1.5046729,18.52381,1.2882224,0.52560353
328,Utah State Aggies,22.0,19,3,81.818184,17.272728,37.636364,10.636364,27.0,49.88558292388916,16.363636,22.454546,57.999998331069946,522.0,900.0,32.11678862571716,6.0,18.681818,72.87449240684509,16.363636,22.454546,4.2272725,7.318182,11.590909,1.4901961,17.318182,1.3729978,0.5491991
21,San Diego State Aztecs,22.0,17,5,76.22727,12.590909,37.409092,11.090909,26.318182,44.942083954811096,16.09091,22.045454,52.546584606170654,423.0,805.0,32.44898021221161,7.2272725,22.272728,72.98969030380249,16.09091,22.045454,3.5454545,7.5454545,11.090909,1.1352459,17.09091,1.2949806,0.5108108
68,Boise State Broncos,22.0,16,6,75.454544,12.636364,36.909092,11.181818,25.727272,45.56961953639984,15.227273,20.954546,52.405720949172974,403.0,769.0,34.949496388435364,7.8636365,22.5,72.6681113243103,15.227273,20.954546,2.409091,5.9545455,11.727273,1.0775194,15.954545,1.3132912,0.52412975
284,Stonehill Skyhawks,24.0,3,21,63.625,11.458333,32.416668,8.041667,24.375,39.76861834526062,9.375,13.583333,46.963563561439514,348.0,741.0,31.464174389839172,8.416667,26.75,69.01840567588806,9.375,13.583333,2.4583333,7.2916665,14.166667,0.8088235,15.75,1.1041214,0.47071582
2598,St. Francis (PA) Red Flash,23.0,7,16,65.347824,12.73913,34.217392,12.086957,22.130434,41.63483679294586,11.521739,18.217392,46.76089584827423,397.0,849.0,32.1739137172699,6.4347825,20.0,63.24582099914551,11.521739,18.217392,3.7391305,6.2608695,13.608696,0.9361022,17.434782,1.1482047,0.47288007
2681,Wagner Seahawks,21.0,10,11,64.38095,13.476191,35.52381,11.095238,24.428572,39.67213034629822,10.476191,14.952381,43.895748257637024,320.0,729.0,33.40122103691101,7.8095236,23.380953,70.06369233131409,10.476191,14.952381,2.0,6.3333335,9.761905,1.3804878,15.047619,1.1081967,0.46393442
112358,Long Island University Sharks,21.0,5,16,64.85714,11.523809,33.285713,8.190476,25.095238,41.28440320491791,12.142858,17.333334,46.609124541282654,378.0,811.0,30.15463948249817,5.571429,18.47619,70.05494236946106,12.142858,17.333334,2.6190476,6.0,14.190476,0.81208056,18.428572,1.1359466,0.4616347
2330,Le Moyne Dolphins,22.0,9,13,74.40909,16.045454,32.136364,8.5,23.636364,43.610697984695435,10.954545,14.272727,50.97765326499939,365.0,716.0,35.23809611797333,10.090909,28.636364,76.75158977508545,10.954545,14.272727,3.2727273,8.409091,11.090909,1.4467213,15.272727,1.2161962,0.5185735
161,Fairleigh Dickinson Knights,23.0,11,12,78.13043,15.434783,37.086956,11.347826,25.73913,42.79835522174835,15.0,21.26087,49.23798441886902,420.0,853.0,33.71900916099548,8.869565,26.304348,70.55214643478394,15.0,21.26087,2.347826,8.565217,12.652174,1.2199312,18.043478,1.2325103,0.4979424
2529,Sacred Heart Pioneers,24.0,12,12,74.583336,13.416667,33.0,9.375,23.625,45.18156349658966,13.291667,18.791666,50.160086154937744,470.0,937.0,35.75757443904877,7.375,20.625,70.7317054271698,13.291667,18.791666,5.0,8.75,11.75,1.1418439,17.083334,1.25,0.51361734
2115,Central Connecticut Blue Devils,22.0,13,9,72.72727,14.818182,35.272728,9.727273,25.545454,45.8268940448761,12.545455,17.545454,53.52941155433655,455.0,850.0,31.081080436706543,6.2727275,20.181818,71.50259017944336,12.545455,17.545454,5.090909,7.9545455,11.272727,1.3145162,13.954545,1.2364761,0.511592
2771,Merrimack Warriors,23.0,13,10,68.521736,12.73913,31.043478,7.7826085,23.26087,43.96825432777405,13.391304,18.652174,54.64632511138916,394.0,721.0,29.684600234031677,6.9565215,23.434782,71.79487347602844,13.391304,18.652174,3.4782608,9.73913,13.043478,0.9766667,16.434782,1.2507937,0.5031746
2815,Lindenwood Lions,23.0,8,15,66.08696,8.086957,31.347826,8.521739,22.826086,41.50352478027344,15.434783,20.913044,47.53915071487427,425.0,894.0,27.415144443511963,4.5652175,16.652174,73.80457520484924,15.434783,20.913044,2.5217392,6.0869565,11.782609,0.6863469,17.565218,1.1902897,0.45614722
2635,Tennessee Tech Golden Eagles,23.0,7,16,68.21739,12.391304,30.304348,5.695652,24.608696,45.418328046798706,12.130435,17.0,52.49999761581421,420.0,800.0,32.96703398227692,6.521739,19.782608,71.35549783706665,12.130435,17.0,2.7826087,5.0,11.782609,1.0516605,13.956522,1.2501992,0.5139442
2546,Southeast Missouri State Redhawks,23.0,7,16,66.521736,12.217391,31.913044,9.217391,22.695652,41.48857891559601,11.391304,16.73913,48.22451174259186,421.0,873.0,29.338842630386353,6.173913,21.043478,68.05194616317749,11.391304,16.73913,2.6956522,5.7826085,13.0,0.9397993,19.47826,1.1274871,0.46720707
88,Southern Indiana Screaming Eagles,23.0,6,17,67.86957,11.565217,36.695652,10.434783,26.26087,40.58642089366913,15.608696,21.304348,45.08393406867981,376.0,834.0,32.46753215789795,6.521739,20.086956,73.26530814170837,15.608696,21.304348,2.9130435,6.3913045,14.217391,0.81345564,20.695652,1.2044753,0.46373457
2197,Eastern Illinois Panthers,22.0,10,13,69.27273,13.772727,34.909092,11.227273,23.681818,42.116788029670715,11.136364,15.272727,46.694216132164,452.0,968.0,31.09452724456787,5.681818,18.272728,72.91666865348816,11.136364,15.272727,2.5454545,8.181818,10.045455,1.3710407,17.272728,1.1124088,0.46678832
2565,SIU Edwardsville Cougars,23.0,13,10,70.86957,11.73913,34.47826,10.608696,23.869566,43.10474693775177,13.565217,19.0,47.607654333114624,398.0,836.0,35.43788194656372,7.5652175,21.347826,71.39587998390198,13.565217,19.0,4.478261,6.7826085,10.565217,1.1111112,15.73913,1.2283345,0.49660888
2634,Tennessee State Tigers,23.0,13,10,74.304344,12.478261,34.391304,9.826087,24.565218,44.63487267494202,15.217391,20.217392,50.753188133239746,438.0,863.0,33.61169099807739,7.0,20.826086,75.26881694793701,15.217391,20.217392,3.347826,6.478261,12.478261,1.0,18.826086,1.2734724,0.5063338
2630,UT Martin Skyhawks,23.0,14,10,81.86957,13.217391,41.52174,10.173913,31.347826,45.016950368881226,15.391304,20.608696,50.49073100090027,463.0,917.0,36.021506786346436,8.73913,24.26087,74.6835470199585,15.391304,20.608696,2.7391305,6.7391305,12.304348,1.0742049,14.130435,1.2766101,0.51830506
2031,Little Rock Trojans,23.0,13,11,78.08696,14.826087,36.565216,11.478261,25.086956,46.09878361225128,15.347826,21.26087,52.299463748931885,489.0,935.0,33.54978263378143,6.7391305,20.086956,72.18813896179199,15.347826,21.26087,4.2608695,6.0434785,12.652174,1.1718214,19.0,1.285612,0.5164639
2710,Western Illinois Leathernecks,23.0,15,8,70.434784,12.913043,42.260868,14.434783,27.826086,44.01487112045288,12.826087,20.826086,48.44253361225128,451.0,931.0,34.057971835136414,6.130435,18.0,61.58663630485535,12.826087,20.826086,5.9130435,5.173913,13.391304,0.96428573,14.782609,1.204461,0.49256507
2413,Morehead State Eagles,23.0,18,5,75.95652,15.304348,41.04348,12.869565,28.173914,46.65687084197998,11.869565,16.73913,55.90142607688904,431.0,771.0,34.5762699842453,8.869565,25.652174,70.90908885002136,11.869565,16.73913,4.826087,6.0,12.0,1.2753624,16.086956,1.283615,0.5415136
204,Oregon State Beavers,22.0,11,11,69.86364,11.136364,33.363636,8.772727,24.59091,44.13735270500183,15.818182,21.818182,49.93630647659302,392.0,785.0,33.0073356628418,6.1363635,18.59091,72.50000238418579,15.818182,21.818182,3.8636363,6.181818,13.045455,0.85365856,19.363636,1.2872697,0.4979062
30,USC Trojans,22.0,9,13,74.545456,15.818182,36.545456,11.454545,25.09091,44.718581438064575,13.863636,19.727272,50.62500238418579,405.0,800.0,35.211268067359924,7.9545455,22.59091,70.27649879455566,13.863636,19.727272,5.2272725,6.681818,13.409091,1.179661,17.136364,1.2644564,0.5146492
264,Washington Huskies,22.0,12,10,81.40909,14.545455,35.954544,9.909091,26.045454,47.56995439529419,15.136364,20.90909,54.54545617103577,480.0,880.0,34.72803235054016,7.5454545,21.727272,72.39130139350891,15.136364,20.90909,4.0454545,5.409091,11.818182,1.2307693,19.045454,1.3188512,0.53681886
9,Arizona State Sun Devils,22.0,11,11,68.90909,12.0,33.31818,8.136364,25.181818,41.37931168079376,12.954545,19.863636,48.68585765361786,389.0,799.0,29.841896891593933,6.8636365,23.0,65.21739363670349,12.954545,19.863636,3.8181818,8.545455,10.363636,1.1578947,16.045454,1.1616858,0.4716475
25,California Golden Bears,22.0,9,13,75.27273,12.227273,37.272728,10.772727,26.5,42.9520308971405,13.681818,18.954546,49.18239116668701,391.0,795.0,34.10714268684387,8.681818,25.454546,72.18225598335266,13.681818,18.954546,2.7727273,5.8636365,11.636364,1.0507812,17.454546,1.2221402,0.5
254,Utah Utes,22.0,15,7,78.40909,17.181818,38.863636,10.0,28.863636,47.267356514930725,11.409091,17.40909,53.92986536026001,446.0,827.0,36.81214451789856,8.818182,23.954546,65.53524732589722,11.409091,17.40909,4.5,6.3636365,11.727273,1.4651163,15.590909,1.2740029,0.54431313
38,Colorado Buffaloes,22.0,15,7,80.681816,16.363636,37.909092,10.5,27.40909,49.337491393089294,16.5,21.045454,53.57535481452942,487.0,909.0,39.03743326663971,6.6363635,17.0,78.4017264842987,16.5,21.045454,2.2727273,6.5,13.045455,1.2543554,15.454545,1.3834763,0.5502728
24,Stanford Cardinal,21.0,11,10,78.09524,17.52381,35.666668,7.7619047,27.904762,47.044727206230164,12.476191,16.761906,52.49662399291992,389.0,741.0,39.13894295692444,9.523809,24.333334,74.43181872367859,12.476191,16.761906,3.142857,5.095238,12.952381,1.3529412,15.809524,1.3099041,0.5503195
26,UCLA Bruins,22.0,11,11,65.72727,11.863636,35.045456,10.727273,24.318182,41.78982079029083,14.454545,20.045454,45.809414982795715,399.0,871.0,31.700289249420166,5.0,15.772727,72.10884094238281,14.454545,20.045454,3.5454545,5.909091,11.818182,1.0038462,18.863636,1.1871921,0.46305418
